,n1,n2,p-values
384,47.0,49.0,1.4551407223407307e-39
385,44.0,52.0,1.4384261967162802e-15
386,38.0,58.0,2.0779979017433628e-09
387,50.0,46.0,9.294396840315395e-17
388,46.0,50.0,7.08299694119439e-08
389,44.0,52.0,2.532225444034171e-88
390,50.0,46.0,1.5478417112702655e-12
391,42.0,54.0,1.6713006718525623e-76
392,50.0,46.0,4.861593843476156e-12
393,47.0,49.0,1.7457999965152256e-19
394,44.0,52.0,4.934890815728201e-16
395,43.0,53.0,3.907423419534852e-10
396,46.0,50.0,1.575629323511099e-13
397,50.0,46.0,5.2733300521594355e-11
398,47.0,49.0,4.650485337533289e-05
399,50.0,46.0,1.764849777519043e-25
400,48.0,48.0,7.55996522721349e-09
401,47.0,49.0,4.515079392882944e-09
402,50.0,46.0,9.713070539742751e-14
403,51.0,45.0,6.677289986045444e-07
404,42.0,54.0,1.2514634829763488e-07
405,49.0,47.0,3.5567511703918986e-08
406,42.0,54.0,4.600978297677895e-16
407,50.0,46.0,2.9286433814681335e-08
408,46.0,50.0,4.471624462341713e-11
409,51.0,45.0,2.9361775009958485e-11
410,42.0,54.0,3.6434868150657e-22
411,38.0,58.0,7.904093494757531e-13
412,48.0,48.0,2.0938731182067417e-15
413,45.0,51.0,2.511270615363334e-08
414,55.0,41.0,7.090380906416636e-22
415,47.0,49.0,4.123127223793295e-15
416,48.0,48.0,1.177917994441976e-09
417,52.0,44.0,2.9478638999523674e-11
418,49.0,47.0,7.27252324405632e-24
419,55.0,41.0,1.134950827847099e-12
420,57.0,39.0,4.587229017575556e-33
421,46.0,50.0,8.4553301679897245e-22
422,44.0,52.0,1.2977870023978249e-12
423,49.0,47.0,2.3031897675840876e-56
424,60.0,36.0,1.8279069772668658e-34
425,55.0,41.0,5.623141697728865e-20
426,44.0,52.0,3.210690626749792e-28
427,44.0,52.0,9.249567167839587e-12
428,47.0,49.0,3.504724498991999e-10
429,45.0,51.0,8.477077880593161e-10
430,50.0,46.0,9.010522434702511e-26
431,44.0,52.0,3.0098089149760773e-09
432,48.0,48.0,3.2094914307049045e-65
433,58.0,38.0,2.34653306301939e-37
434,41.0,55.0,2.463930171403321e-16
435,48.0,48.0,1.0220395344355018e-14
436,48.0,48.0,5.763492114566427e-13
437,44.0,52.0,8.131917498291945e-28
438,46.0,50.0,2.405861931440701e-69
439,47.0,49.0,4.7237409890942535e-68
440,48.0,48.0,6.279859005034584e-15
441,50.0,46.0,1.5705447088257615e-13
442,41.0,55.0,1.4367626243221687e-07
443,46.0,50.0,2.0363193445469165e-11
444,39.0,57.0,4.722358843825189e-18
445,51.0,45.0,1.141329986603761e-27
446,42.0,54.0,1.9016448508584355e-07
447,42.0,54.0,4.273938192411508e-22
448,53.0,43.0,2.0603676855250299e-29
449,33.0,63.0,1.7450169618937226e-61
450,49.0,47.0,3.554223704018698e-15
451,52.0,44.0,7.714994498106768e-82
452,47.0,49.0,8.71612832076488e-09
453,44.0,52.0,1.8228354299348377e-34
454,60.0,36.0,1.4867289341122739e-10
455,45.0,51.0,5.163138317374218e-15
456,43.0,53.0,4.20201059606386e-12
457,56.0,40.0,4.8206793496904055e-12
458,49.0,47.0,7.490205675294586e-15
459,49.0,47.0,6.022838828495097e-08
460,42.0,54.0,8.249861148342591e-18
461,49.0,47.0,1.0305026349441271e-13
462,51.0,45.0,5.0743188247601564e-31
463,46.0,50.0,1.1586505420718306e-05
464,43.0,53.0,1.152717285119651e-11
465,44.0,52.0,4.441157417966388e-10
466,43.0,53.0,3.7009499825393054e-11
467,50.0,46.0,2.685125165045357e-14
468,41.0,55.0,1.6463467657177428e-13
469,49.0,47.0,5.266457496899969e-20
470,47.0,49.0,5.613506243531457e-16
471,51.0,45.0,7.803423370116317e-09
472,52.0,44.0,9.369192853906627e-33
473,60.0,36.0,1.3913533082117684e-18
474,54.0,42.0,1.0537718742213873e-07
475,50.0,46.0,1.6529044140832253e-11
476,52.0,44.0,3.7413667521440254e-36
477,48.0,48.0,3.3778664835776436e-15
478,50.0,46.0,1.756231108827404e-09
479,42.0,54.0,7.181211114758667e-23
480,56.0,40.0,1.6393146403368043e-13
481,43.0,53.0,2.075091892955734e-11
482,51.0,45.0,4.747206355583341e-41
483,48.0,48.0,5.78347222593636e-10
484,45.0,51.0,2.02613276630303e-14
485,48.0,48.0,1.8995590414547962e-26
486,52.0,44.0,1.3096028309507907e-29
487,44.0,52.0,6.561621256064297e-30
488,49.0,47.0,3.210557580970039e-16
489,37.0,59.0,6.260833276511156e-13
490,41.0,55.0,2.1736312289531502e-14
491,47.0,49.0,1.3199282902113786e-07
492,44.0,52.0,4.458893701183414e-38
493,41.0,55.0,2.0839172733232905e-10
494,37.0,59.0,1.5627459646645217e-12
495,55.0,41.0,1.4024449094236466e-36
496,51.0,45.0,1.6237900745701985e-26
497,39.0,57.0,4.321466876001382e-22
498,41.0,55.0,1.62671287422206e-13
499,51.0,45.0,1.399926933739707e-06
500,49.0,47.0,3.3693675333180785e-18
501,51.0,45.0,2.410128449771802e-09
502,59.0,37.0,4.405420176844367e-12
503,39.0,57.0,2.766741686816089e-20
504,54.0,42.0,1.5570509484288213e-06
505,50.0,46.0,8.399191605601094e-06
506,43.0,53.0,1.5129785257517928e-30
507,47.0,49.0,1.195425806419164e-10
508,44.0,52.0,4.500622541273863e-10
509,41.0,55.0,2.5104148447724057e-30
510,53.0,43.0,1.2571116906624325e-08
511,50.0,46.0,7.815789772059654e-83
512,52.0,44.0,9.751344516777413e-95
513,45.0,51.0,2.2042015857447693e-13
514,53.0,43.0,2.806468747182614e-47
515,44.0,52.0,5.3968369805784955e-15
516,53.0,43.0,8.353074486045003e-76
517,44.0,52.0,5.229783265097848e-07
518,49.0,47.0,5.969033886170073e-18
519,49.0,47.0,1.9552974216503014e-30
520,51.0,45.0,6.162199169005414e-12
521,54.0,42.0,1.8506769454089618e-16
522,45.0,51.0,1.3214547926112906e-32
523,50.0,46.0,7.380556362420036e-59
524,51.0,45.0,1.3936988878370621e-12
525,52.0,44.0,5.195496311379144e-06
526,52.0,44.0,4.0546916383723446e-11
527,51.0,45.0,1.3880687579923415e-11
528,48.0,48.0,1.3334821267299912e-18
529,52.0,44.0,6.522076379280565e-14
530,46.0,50.0,2.8487113962115882e-11
531,54.0,42.0,2.9181340633679236e-27
532,62.0,34.0,1.6856759367528235e-09
533,47.0,49.0,2.7000479631053544e-10
534,46.0,50.0,5.728350735534253e-09
535,46.0,50.0,3.075242312332709e-29
536,49.0,47.0,9.484504977911549e-13
537,44.0,52.0,2.7390608248725514e-09
