,n1,n2,p-values
443,54.0,42.0,5.743573120419359e-25
444,47.0,49.0,4.824399100511436e-68
445,45.0,51.0,5.364571582050348e-54
446,50.0,46.0,2.1117328655373916e-26
447,46.0,50.0,1.9200736700789716e-25
448,46.0,50.0,5.493657460223701e-65
449,50.0,46.0,9.315091107350303e-51
450,49.0,47.0,7.19115045483863e-50
451,46.0,50.0,1.5978134813177604e-18
452,51.0,45.0,1.273796010243336e-13
453,49.0,47.0,8.06989987866191e-61
454,57.0,39.0,1.4863651041720843e-41
455,49.0,47.0,3.39830765486583e-39
456,49.0,47.0,1.1699959853880055e-37
457,49.0,47.0,2.101077651597365e-21
458,50.0,46.0,1.7438850220027513e-65
459,42.0,54.0,3.585513310041742e-17
460,52.0,44.0,1.7436237712587512e-41
461,45.0,51.0,2.5025115878528664e-34
462,51.0,45.0,1.8541820221215342e-29
463,48.0,48.0,4.069411994203973e-16
464,52.0,44.0,3.6619762935391863e-32
465,34.0,62.0,2.3300011152086844e-60
466,48.0,48.0,1.9214794715677868e-50
467,45.0,51.0,3.63432346994501e-86
468,50.0,46.0,4.4427588741286535e-144
469,49.0,47.0,3.12888601472984e-55
470,55.0,41.0,9.447513938373646e-19
471,56.0,40.0,4.291272523016978e-19
472,41.0,55.0,5.453316955107959e-45
473,51.0,45.0,1.1572835521190878e-19
474,50.0,46.0,4.546087791654671e-46
475,52.0,44.0,3.7026887122549394e-16
476,49.0,47.0,1.0647465402927433e-20
477,41.0,55.0,9.205015886711414e-69
478,51.0,45.0,2.6086000431960597e-36
479,40.0,56.0,4.3243354227529256e-33
480,49.0,47.0,8.462631705029908e-44
481,56.0,40.0,2.796198302193065e-31
482,46.0,50.0,1.5849703244504527e-29
483,51.0,45.0,7.627611231892621e-26
484,52.0,44.0,5.632491335015145e-54
485,49.0,47.0,4.963995940530986e-47
486,46.0,50.0,1.6085180208358925e-23
487,57.0,39.0,2.616296701838845e-21
488,46.0,50.0,4.596455042045204e-16
489,50.0,46.0,3.5520870069618816e-20
490,48.0,48.0,2.1674036325645937e-32
491,44.0,52.0,7.281982470633327e-42
492,47.0,49.0,8.083541152146435e-34
493,37.0,59.0,9.449943647431176e-50
494,42.0,54.0,3.0131435340448643e-88
495,47.0,49.0,8.634393560186746e-32
496,36.0,60.0,3.4233984376829854e-40
497,41.0,55.0,2.6036957375760196e-128
498,55.0,41.0,2.1583037269457723e-17
499,50.0,46.0,5.562811708303976e-66
500,46.0,50.0,1.2480795485964997e-22
501,40.0,56.0,4.301566079055795e-21
502,59.0,37.0,3.5445956962319642e-68
503,51.0,45.0,2.4918756685740655e-35
504,52.0,44.0,4.219893575936524e-18
505,37.0,59.0,1.1633267120033733e-61
506,44.0,52.0,2.606536888615671e-49
507,46.0,50.0,4.0326113755318245e-16
508,52.0,44.0,8.750539196188451e-75
509,46.0,50.0,5.341366901352874e-18
510,47.0,49.0,3.3082618288173376e-42
511,45.0,51.0,4.322382926424317e-31
512,38.0,58.0,9.601900659633104e-15
513,49.0,47.0,1.2086789302492856e-26
514,47.0,49.0,2.383192690691031e-22
515,41.0,55.0,1.983939692743707e-29
516,43.0,53.0,5.08985831530155e-17
517,46.0,50.0,3.277625026869534e-28
518,57.0,39.0,2.027046864878056e-18
519,54.0,42.0,1.7329560426031593e-42
520,41.0,55.0,8.591094529607771e-19
521,45.0,51.0,3.644175458556469e-21
522,51.0,45.0,7.142156718496552e-71
523,58.0,38.0,6.494615015712031e-31
524,48.0,48.0,8.492044198988087e-46
525,59.0,37.0,8.793962906146627e-50
526,50.0,46.0,1.4817308062348926e-128
527,41.0,55.0,9.394305521228498e-72
528,49.0,47.0,1.666419395441806e-35
529,52.0,44.0,2.251792560845299e-24
530,44.0,52.0,1.80529386871602e-49
531,41.0,55.0,5.327874193800903e-27
532,52.0,44.0,9.71945154809045e-30
533,43.0,53.0,2.705011931686287e-35
534,57.0,39.0,1.761963739376973e-42
535,47.0,49.0,5.139614280711987e-73
536,49.0,47.0,2.692576401733119e-32
537,49.0,47.0,6.836537907099823e-36
538,55.0,41.0,4.5305081627974823e-250
539,48.0,48.0,4.348702599939068e-57
540,51.0,45.0,1.905176849293632e-61
541,47.0,49.0,1.0197512718709474e-36
542,50.0,46.0,3.3832978176148455e-23
543,46.0,50.0,1.0888589955998842e-44
544,45.0,51.0,2.8757800791672846e-32
545,48.0,48.0,6.601256630574917e-18
546,60.0,36.0,1.1760695390940988e-39
547,53.0,43.0,3.105184217833625e-44
548,49.0,47.0,2.3636772544922006e-33
549,50.0,46.0,7.655159614222295e-86
550,43.0,53.0,9.225027743956549e-42
551,47.0,49.0,2.043802890461779e-23
552,46.0,50.0,6.778835105009716e-112
553,49.0,47.0,2.6524001894618343e-18
554,49.0,47.0,1.0459380576686563e-145
555,52.0,44.0,1.730284655901229e-12
556,54.0,42.0,6.468024771934012e-33
557,42.0,54.0,1.1227865445555221e-11
558,49.0,47.0,7.544953274808102e-72
559,45.0,51.0,1.19476046227452e-33
560,41.0,55.0,6.023346341598122e-52
561,52.0,44.0,7.988072414315867e-21
562,53.0,43.0,5.427589667291529e-69
563,42.0,54.0,1.4953685204535723e-30
564,43.0,53.0,0.0
565,48.0,48.0,2.6880195762648935e-49
566,58.0,38.0,8.687340458099265e-137
567,43.0,53.0,4.79180394189905e-39
568,55.0,41.0,2.0233050252674323e-20
569,54.0,42.0,3.259757090626824e-37
570,50.0,46.0,4.316340451687197e-14
571,52.0,44.0,1.8545091448223667e-35
572,42.0,54.0,6.962967190639199e-23
573,37.0,59.0,7.269303114752691e-22
574,54.0,42.0,2.9599071423516335e-29
575,60.0,36.0,2.766186153653964e-44
576,59.0,37.0,5.510192131879808e-51
577,43.0,53.0,1.6734283966430953e-39
578,42.0,54.0,3.7196627700830242e-28
579,55.0,41.0,2.6495372098513535e-23
580,39.0,57.0,5.440781313235036e-37
581,51.0,45.0,1.524968930740379e-41
582,55.0,41.0,1.7959360921342934e-29
583,49.0,47.0,3.6080350472127345e-78
584,48.0,48.0,4.3465867115573657e-36
585,51.0,45.0,1.1903943674972194e-22
586,49.0,47.0,4.89337966771539e-48
587,45.0,51.0,1.5269192341229668e-57
588,41.0,55.0,2.556894902651665e-28
589,51.0,45.0,5.7797043562104305e-21
590,55.0,41.0,0.0
591,44.0,52.0,3.050289932322582e-42
592,48.0,48.0,1.5344387916456466e-51
593,47.0,49.0,1.0979938301941026e-104
